Date,Lobbyist Name,Firm Name,Description,Amount,Payee Name,Payee City,Payee State,Payee Zip,Experts or Issues,Activity Type,Lobbyist Type,Activity Id,From Filing
10/24/2019,"Mission for All, LLC",,PAYCHEX,4001.91,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,b0794c84-d21f-46f7-a76b-a83344a5e1f3,e9f9bb52-8fb1-43f3-8d6c-79db2c90b388
10/21/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,a72dacbc-a161-4c1e-9f1e-f87fecaebe4f,e9f9bb52-8fb1-43f3-8d6c-79db2c90b388
10/21/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,38d28e97-886c-4910-9a12-0cd639d51241,e9f9bb52-8fb1-43f3-8d6c-79db2c90b388
10/17/2019,"Mission for All, LLC",,CANVASSING,4835.01,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,e5f32b3d-a8a3-48a0-8406-577cf37f0acf,e9f9bb52-8fb1-43f3-8d6c-79db2c90b388
10/10/2019,"Mission for All, LLC",,CANVASSING,4001.91,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,fed3b8d3-51da-4fd6-9114-cb61a70274f9,e9f9bb52-8fb1-43f3-8d6c-79db2c90b388
10/03/2019,"Mission for All, LLC",,CANVASSING,4869.43,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,a945d423-5efa-4f24-bb77-c61ef4cd06cd,e9f9bb52-8fb1-43f3-8d6c-79db2c90b388
09/26/2019,"Mission for All, LLC",,CANVASSING,4534.35,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,e96ca96e-1604-49bd-b18e-5aee4ceecfeb,f2872723-4063-478b-9a9d-4732a6af6be5
09/20/2019,"Mission for All, LLC",,CANVASSING,5711.13,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,f62567be-78ff-4c74-b419-c53bfbc385c1,f2872723-4063-478b-9a9d-4732a6af6be5
09/12/2019,"Mission for All, LLC",,CANVASSING,4843.44,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,a76f2752-e2a2-4206-9b1e-43116582308d,f2872723-4063-478b-9a9d-4732a6af6be5
09/05/2019,"Mission for All, LLC",,CANVASSING,4704.65,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,87b8022c-0dd6-44f7-9c04-795c31a7b488,f2872723-4063-478b-9a9d-4732a6af6be5
09/04/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,6d477d88-6e41-4a51-898f-2f3137be05db,f2872723-4063-478b-9a9d-4732a6af6be5
09/04/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,8d6f093f-c7b6-4a7c-a628-2616142446ed,f2872723-4063-478b-9a9d-4732a6af6be5
08/29/2019,"Mission for All, LLC",,CANVASSING,4845.80,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,72715afb-7fd7-4393-81a2-0c2771d636f3,a9ec69d0-24b1-45c3-bca6-0cf7f8da9b61
08/22/2019,"Mission for All, LLC",,CANVASSING,5587.81,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,8ab1883c-478e-4901-b6ee-2db84c55976e,a9ec69d0-24b1-45c3-bca6-0cf7f8da9b61
08/15/2019,"Mission for All, LLC",,CANVASSING,4869.43,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,0ed435f4-d33d-4411-9940-87d1e04011fe,a9ec69d0-24b1-45c3-bca6-0cf7f8da9b61
08/08/2019,"Mission for All, LLC",,CANVASSING,4838.46,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,170ae3ad-efd2-4695-9e92-83cf69e5ca7f,a9ec69d0-24b1-45c3-bca6-0cf7f8da9b61
08/01/2019,"Mission for All, LLC",,CANVASSING,4648.05,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,f03298fd-1bb9-4b21-a5d1-6d7a2e755758,a9ec69d0-24b1-45c3-bca6-0cf7f8da9b61
07/31/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,bbfb05ea-0f01-43d6-8a03-e3b82969412c,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/31/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,faf5c4cb-290c-46ae-84ce-a035e64a8ebd,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/25/2019,"Mission for All, LLC",,CANVASSING,4961.96,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,5f7a7b71-3ba7-4995-b2d6-287ca2e89a77,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/18/2019,"Mission for All, LLC",,CANVASSING,5005.25,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,5744fe4b-16d7-4cee-b256-9f858c587c0a,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/11/2019,"Mission for All, LLC",,CONSULTING,10000.00,"DEL CARLO, LARRY",CONCORD,CA,94521,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,ae453fec-1b89-449a-a7de-6e1dab6a5b0a,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/11/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,c0428ae1-8d8c-4c32-8e61-9fb602385eff,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/11/2019,"Mission for All, LLC",,CANVASSING,4143.86,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,4b3b943f-4b7a-4181-8dba-52be71373a07,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/11/2019,"Mission for All, LLC",,CONSULTING,4000.00,"LONSO, ALBERTO",South San Francisco,CA,94083,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,b9b5d235-8276-47d6-9428-098f2c312f88,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/11/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,e5b478ac-bb9b-4cc9-a337-294fd31909c9,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/08/2019,"Mission for All, LLC",,CANVASSING,3984.86,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,9dd0d1d1-2ed0-4d1a-b611-81d14a4815b3,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/03/2019,"Mission for All, LLC",,CANVASSING,4649.41,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,e0bf98ab-a066-4c2f-9297-6b5ebd2da6bc,1a9c1975-c431-41d9-a3fa-a7436693c8b6
07/01/2019,"Mission for All, LLC",,CANVASSING,4186.97,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,bd3e0702-b15f-4f99-a3e0-e1c296dcf5b8,1a9c1975-c431-41d9-a3fa-a7436693c8b6
06/27/2019,"Mission for All, LLC",,CANVASSING,1124.19,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,7b8eaa3d-23b2-44c3-b19c-e00ea7271080,484fa690-a28d-4d1d-94bc-fec15812f164
06/20/2019,"Mission for All, LLC",,CANVASSING,5021.53,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,64fd686a-d9ff-4a13-b028-7bed5fb77ced,484fa690-a28d-4d1d-94bc-fec15812f164
03/21/2019,"Mission for All, LLC",,CANVASSING,6602.18,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,2d3dcc74-bfa1-4418-a956-1fdfbe121021,a4c40404-6ebe-40c1-8587-9698e588ff9c
06/17/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,"LONG YING INTERNATIONAL, INC.",SAN FRANCISCO,CA,94108,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,3c50db63-2052-48fb-936d-bfdf3794e3f3,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/17/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,"LONG YING INTERNATIONAL, INC.",SAN FRANCISCO,CA,94108,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,a7b11085-b400-4327-9ff4-f8d815f65b2a,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/16/2019,"Juul Labs, Inc.",,Consulting Services -Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),14625.00,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,6ca09d96-a9a8-4d59-8496-baf371e93f4d,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/16/2019,"Juul Labs, Inc.",,Consulting Services - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),14625.00,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,8290d58a-b0f0-4f57-a474-1d8088c84fbb,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/13/2019,"Mission for All, LLC",,CONSULTING,4000.00,"LONSO, ALBERTO",South San Francisco,CA,94083,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,987d818f-6127-4f5c-a4cf-e12c71e91bb5,484fa690-a28d-4d1d-94bc-fec15812f164
06/13/2019,"Mission for All, LLC",,CONSULTING,10000.00,"DEL CARLO, LARRY",CONCORD,CA,94521,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,63654a25-d51f-48f8-aa2d-0c9b156a2f0f,484fa690-a28d-4d1d-94bc-fec15812f164
06/13/2019,"Mission for All, LLC",,CANVASSING,4524.77,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,b66d5718-f0e3-46ca-bafa-995031b5932a,484fa690-a28d-4d1d-94bc-fec15812f164
06/13/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,12c58998-1c7a-4b2f-b8c9-408c8fded995,484fa690-a28d-4d1d-94bc-fec15812f164
06/13/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,d2e4a353-eb88-497c-ae4c-048147c5781e,484fa690-a28d-4d1d-94bc-fec15812f164
06/12/2019,"Juul Labs, Inc.",,Grassroots Lobbying Services - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),13078.79,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,9d28a66e-260a-43e0-98c5-f0c62915fd47,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/12/2019,"Juul Labs, Inc.",,Grassroots Lobbying Services - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),13078.79,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,81c972dd-3dad-4a8b-8c75-72d2da9be728,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/06/2019,"Mission for All, LLC",,CANVASSING,4865.00,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,e9ef1461-8dd7-4e8d-a92c-75fa9c330c69,484fa690-a28d-4d1d-94bc-fec15812f164
06/01/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,"ALLBEE, NATE",SAN FRANCISCO,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,f167737c-7319-49aa-b1e5-5e1533401d41,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/01/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,BARNES MOSHER WHITEHURST LAUTER,OAKLAND,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,264960dd-71a3-4000-8095-ae324c6225fa,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/01/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,BARNES MOSHER WHITEHURST LAUTER,OAKLAND,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,8d10f7ab-57bf-41e3-acb2-d8eb02d364ef,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
06/01/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,"ALLBEE, NATE",SAN FRANCISCO,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,d044f538-cc63-4872-989a-e4fe9f69465f,cfb3cd1f-d6d9-4226-9f64-bb31bb68b2ff
05/31/2019,"Mission for All, LLC",,CANVASSING,6072.23,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,d7b96208-8d07-4c68-8908-7a09922a5b2b,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
05/23/2019,"Mission for All, LLC",,CANVASSING,5410.97,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,0ab7aa5f-c15f-407b-858e-c6d635f0cbbf,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
03/14/2019,"Mission for All, LLC",,CANVASSING,5875.09,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,8d68475c-59b9-41de-b7b1-4790351ee32b,a4c40404-6ebe-40c1-8587-9698e588ff9c
05/17/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,"LONG YING INTERNATIONAL, INC.",SAN FRANCISCO,CA,94108,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,388791c8-cf38-4337-bc97-559ebaae43d2,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/17/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,"LONG YING INTERNATIONAL, INC.",SAN FRANCISCO,CA,94108,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,e42cbf3e-0243-47a8-b107-ca86843a74d5,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/16/2019,"Juul Labs, Inc.",,Consulting -  Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),14625.00,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,9d1b0e96-9468-4752-9b3e-be71a92e472b,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/16/2019,"Juul Labs, Inc.",,Consulting -  Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),14625.00,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,a3712079-81bd-4d9a-97dc-08267050d2c1,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/16/2019,"Mission for All, LLC",,CANVASSING,6397.77,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,dbc9857f-d3a6-4cb9-851d-92dcc34a881a,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
05/12/2019,"Juul Labs, Inc.",,Grassroots Lobbying Services -  Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),55544.42,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,5ed3ac0d-4da2-4db8-8e4e-9a5ca784f333,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/12/2019,"Juul Labs, Inc.",,Grassroots Lobbying Services  Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),55544.43,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,954cd201-10d3-4a24-ac1b-ab03f111959e,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/09/2019,"Mission for All, LLC",,CANVASSING,5268.92,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,72fe7b48-ec5b-47b0-a359-52a23dfd58ce,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
05/02/2019,"Mission for All, LLC",,CONSULTING,4000.00,"LONSO, ALBERTO",South San Francisco,CA,94083,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,7273ad24-658b-4bb8-a06e-fb33b7c3188a,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
05/02/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,267ff1aa-6a4c-4f5c-96c9-4941aaedd2f3,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
05/02/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,4c39e2d0-7435-406a-af90-d13b3ca793da,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
05/02/2019,"Mission for All, LLC",,CANVASSING,4997.71,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,e660240a-36ec-46bf-b18e-719a0fee6092,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
05/02/2019,"Mission for All, LLC",,CONSULTING,10000.00,"DEL CARLO, LARRY",CONCORD,CA,94521,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,fafacaa1-9d5e-44a8-b3a1-e14a632afda1,f8dc5820-f922-46d4-8df5-c0b1ec0031a4
05/01/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,"ALLBEE, NATE",SAN FRANCISCO,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,98e06ba8-7b94-4e28-86dd-93a7d2ddf3df,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/01/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,BARNES MOSHER WHITEHURST LAUTER,OAKLAND,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,1ba37b7b-0a31-4580-a728-d39e5b5ac00d,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/01/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,"ALLBEE, NATE",SAN FRANCISCO,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,0ae8a222-00c2-4ea9-aa8a-6e353e5be0fb,dd47c96c-dc71-4cc3-b0ca-7260b0997939
05/01/2019,"Juul Labs, Inc.",,Consulting - Made by JUUL Labs (on behalf of the Coalition for Reasonable Vaping Regulation),10000.00,BARNES MOSHER WHITEHURST LAUTER,OAKLAND,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,0446b809-2706-4d62-8b5f-0e182315c7c3,dd47c96c-dc71-4cc3-b0ca-7260b0997939
04/26/2019,"Mission for All, LLC",,CANVASSING,4976.42,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,3a2d56ac-9f1a-4c7c-9ed2-b9e7d57334e8,18f598d0-b52d-42f1-8793-50d415d665af
03/08/2019,"Mission for All, LLC",,CANVASSING,6120.74,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,07f2ac19-81e1-47c5-b131-1897b1ba52ff,a4c40404-6ebe-40c1-8587-9698e588ff9c
